assay,cells,compound,condition,exposure_time,response,treatment
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8226999920798981,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7205437548295346,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.861990852560807,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7205437548295346,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7362600990218983,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8698490246569888,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.44349558767826,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.300036346162075,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.600659029601895,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.404204727197351,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4277792434858965,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4356374155820784,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5535099970248043,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.6163753737942588,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.213596453104075,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.19002193681553,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.6556662342751678,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.3963465551011693,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4906446202553507,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4985027923515326,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.639949890082804,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.8756950529682581,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.504348820662801,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.274449686088617,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.41005075550862,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0721493553728028,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1978801089117117,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0564330111804394,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1114402158537118,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.3629017229315297,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.7165194672597095,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.967980974337527,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.3236108624506207,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.9857094623148033,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0564330111804394,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0878656995651665,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1035820437575303,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.2214546252002574,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.8422502207986184,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.9109616258793416,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.3451732349542525,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.054420867395527,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.912973769664254,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.007271834818436,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.873682909183345,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.125144416261162,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.659500118801524,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.8480962491098873,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.007271834818436,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.9365482859528,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.8265338766062547,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.7951011882215275,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.952264630145163,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.1565771046458893,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.9266779700717054,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.6510408157406284,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.1226074086627593,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9199206223863162,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8402936706348564,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.746189091292222,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7823831602701583,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9995475741377761,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4917869122377094,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5496974226024067,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9995475741377761,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.746189091292222,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.6810397671319368,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.6955173947231112,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7027562085186985,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.0140252017289506,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.0574580845024741,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.8247723468347226,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.3252941949392025,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9343982499774908,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9271594361819034,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9923087603421888,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9054429947951417,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.1660402914362828,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.6220855605582793,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1288025262493875,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.535219795011232,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.3035777535524409,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.2673836845745046,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.3252941949392025,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.2673836845745046,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.477309284646535,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0708920158846893,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.2508186645654114,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.461787960846401,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0926084572714503,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.20119066420526,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1577577814317364,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.259101174569958,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.403877450481703,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.0336542506977935,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.4111162642772896,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.7741006502656118,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5424586088068195,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.448354029464186,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.535219795011232,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5786526777847558,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.7089513261053264,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.3966386366861148,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.460744264637441,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.729624071283129,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.555892540189035,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.3821610090949408,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.345966940117005,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.447310333255227,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.635519491940495,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.2797739197477602,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.4752218922286153,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.64999711953167,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.425593891868464,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.3966386366861148,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.4762655884375757,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.599325422962558,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.6861911885096053,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.258057478360998,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9738925699452591,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8151593952124305,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7650331295073268,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.856931283300017,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8819944161525689,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.0156644580328456,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.1242713670605702,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4250289612911926,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.3247764298809852,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8736400385350516,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.7900962623598786,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.8485769056824997,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9571838147102245,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9404750594751898,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,0.9822469475627763,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4250289612911926,Blank
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.834393464549539,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4918639822313309,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.374902695586089,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4083202060561582,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5002183598488483,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5002183598488483,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5419902479364347,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.9513547511947809,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.009835394517402,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.5670533807889866,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4166745836736754,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4835096046138136,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4417377165262273,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.4668008493787792,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.6255340241116076,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.9513547511947809,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.5445155620385087,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1518598140151957,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.0265441497524366,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.085024793075058,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.243757967807886,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.235403590190369,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.669831226301268,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.1794482609698216,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.4860349187158874,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.160214191632713,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,1.9513547511947809,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1100879259276093,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.068316037840023,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.1017335483100923,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.235403590190369,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.7533750024764396,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.3214726804676156,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.0541325967070625,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.8870450443567166,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.1126132400296833,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.0624869743245795,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.43007958949534,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.914633491311342,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,4.173619197454379,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.279700792380029,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.953880065296855,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.836918778651613,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.8202100234165783,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.93717131006182,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,2.928816932444303,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.045778219089545,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Normoxia,48 Hours,3.7308371837259626,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.2007463343400504,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8713164523461208,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.7958221043891783,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8095483494722587,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8575902072630402,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8987689425122816,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.1252519863831087,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.3997768880447168,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.3380087851708549,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.912495187595362,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8026852269307185,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8095483494722587,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8095483494722587,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8644533298045805,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.0909363736754076,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.4135031331277972,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.7174964160204382,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.209625347946462,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.0174579167833357,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.058636652032577,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.1204047549064393,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.1341309999895195,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.4429715143588293,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.8273063766850814,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.77240139635276,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.2439409606541627,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.1066785098233582,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.9625529364510146,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.0723628971156574,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.9694160589925551,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.374340288943427,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.8822113570174026,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.245956851719034,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.834169499226622,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.5802339651896338,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.655728313146576,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.642002068063496,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.7586751512696797,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.0126106853066665,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.4655767730483213,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.4106717927159993,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.7792645188943,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.621412700438875,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.6969070483958175,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.7792645188943,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.847895744309702,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.0057475627651264,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.5410711210052637,50 ug/ml + 100 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,4.117573414494641,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.609702346420666,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.4655767730483213,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.6371548365868267,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.7606910423345496,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.7606910423345496,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.904816615706894,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,4.508771399362434,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,4.247972742783905,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.43126116034062,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.232230606635954,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.2665462193436547,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.43812428288216,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.43126116034062,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,3.8567747579161127,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,4.5362238895285945,100 ug/ml + 200 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.5083606027208831,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.9607669157177646,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.7804616773142985,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.7537497901434146,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.7737837055215775,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8071735644851823,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.9474109721323226,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.2545976745974865,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.6552759821607446,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.0075127182668113,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8004955926924613,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8138515362779033,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.7804616773142985,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.8272074798633452,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,0.9073431413759968,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.4215469694155107,Blank
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.9107346791922852,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.1761577819929796,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.0359203743458387,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,1.96914065641863,20 ug/ml + 50 ppm
LDH,DITNC1,DEP + Ox66,Hypoxia,48 Hours,2.049276317931281,20 ug/ml + 50 ppm
